sample number,reduction,reduction_depth,mu,std,q1,env,ws,baltimore_vol_rel,chester_rel,nuclear_rel,env_rel
10,0.7777780860376463,0.5729716064623018,0.6888166135450887,1.2367180425234399,0.5254503052834348,1.223340621965753,1.0711214296690101,1.0,0.809058197747184,0.8676470588235294,0.8997183979974969
11,0.7777780860376463,0.5729716064623018,0.6918758037033431,1.1795698447823337,0.8290010347875498,1.1048510535292602,1.3475791789947638,1.0,0.8872809762202754,0.9364831038798498,0.963665519399249
12,0.7777780860376463,0.5729716064623018,0.911279810852687,1.005773131943575,0.8269197549596801,1.3716363381653638,1.370764798894421,1.0,0.9371088861076345,0.9612406132665833,0.9780585106382979
13,0.7777780860376463,0.5729716064623018,0.8424314729651259,1.3596929343932593,0.9128628018960878,1.3280651839790907,1.2789606693826572,1.0,0.8833698372966208,0.9320635168961201,0.9558041301627034
14,0.7777780860376463,0.5729716064623018,0.7450732698462201,1.2989960496329185,0.9554306768686491,1.0648048092849107,1.2659912600734258,1.0,0.931476846057572,0.968319774718398,0.9852550062578223
15,0.7777780860376463,0.5729716064623018,0.9016323424787049,1.1527323267947867,0.682788277179184,1.117395953323302,1.3508426542909924,1.0,0.9414502503128911,0.9676939924906133,0.9826345431789737
16,0.7777780860376463,0.5729716064623018,0.6497479821632155,1.0328295267476757,0.5784074860164148,1.0688102057974702,1.1572506058689855,1.0,0.8675688360450563,0.9093397997496871,0.945165832290363
17,0.7777780860376463,0.5729716064623018,0.8595048363324145,1.0037103476916425,0.8470923280830698,1.347739115846995,1.3071281469803309,1.0,0.928035043804756,0.9568210262828536,0.9750078222778473
18,0.7777780860376463,0.5729716064623018,0.8842428204156672,1.166902330391467,0.37931763156054366,1.3942256323012,1.278286990337147,1.0,0.8694852941176471,0.9033557571964956,0.9321808510638298
19,0.7777780860376463,0.5729716064623018,0.6233412653323035,1.4645625744146593,0.7727430903107237,1.3466996809807457,1.2431478924469883,1.0,0.7018147684605758,0.7854740300375469,0.8400735294117647
